sunHour,DewPointC,cloudcover,humidity,precipMM,pressure,tempC,visibility,windspeedKmph
8.700000000000001,-2.7142857142857144,0.5714285714285714,30.571428571428573,0.0,1014.4285714285714,22.142857142857142,10.0,5.285714285714286
8.700000000000001,-4.714285714285714,7.571428571428571,25.142857142857142,0.0,1016.7142857142857,24.428571428571427,10.0,6.285714285714286
8.700000000000001,-4.571428571428571,1.0,26.142857142857142,0.0,1014.2857142857143,25.571428571428573,10.0,8.0
10.471428571428572,0.5714285714285714,5.142857142857143,43.0,0.35714285714285715,1013.0,22.428571428571427,9.571428571428571,6.142857142857143
9.971428571428572,-0.8571428571428571,15.428571428571429,31.285714285714285,0.0,1014.2857142857143,26.0,10.0,6.857142857142857
10.257142857142856,-6.285714285714286,15.714285714285714,22.285714285714285,0.0,1015.4285714285714,24.714285714285715,10.0,7.0
10.928571428571429,3.7142857142857144,9.714285714285714,45.285714285714285,0.0,1017.5714285714286,26.285714285714285,9.857142857142858,9.428571428571429
10.885714285714286,5.428571428571429,16.571428571428573,40.142857142857146,0.1285714285714286,1011.8571428571429,31.0,9.857142857142858,7.571428571428571
11.471428571428572,8.285714285714286,16.571428571428573,46.0,0.2714285714285714,1010.8571428571429,30.571428571428573,10.0,8.0
11.599999999999998,4.571428571428571,7.142857142857143,34.42857142857143,0.028571428571428574,1012.4285714285714,32.285714285714285,10.0,7.857142857142857
11.599999999999998,1.7142857142857142,5.285714285714286,25.285714285714285,0.028571428571428574,1008.8571428571429,34.285714285714285,10.0,8.428571428571429
11.599999999999998,4.428571428571429,6.0,32.0,0.05714285714285715,1011.1428571428571,33.714285714285715,10.0,8.0
11.599999999999998,-3.5714285714285716,0.5714285714285714,14.285714285714286,0.0,1006.8571428571429,39.42857142857143,10.0,9.857142857142858
11.4,8.285714285714286,13.0,27.0,0.15714285714285717,1005.8571428571429,39.285714285714285,10.0,9.285714285714286
11.599999999999998,7.714285714285714,17.428571428571427,27.571428571428573,0.7285714285714285,1006.8571428571429,36.714285714285715,10.0,9.714285714285714
12.328571428571427,5.428571428571429,4.285714285714286,23.857142857142858,0.05714285714285715,1006.1428571428571,36.142857142857146,10.0,12.428571428571429
13.47142857142857,1.0,7.428571428571429,13.0,0.0,1002.7142857142857,42.142857142857146,10.0,10.142857142857142
13.642857142857142,9.571428571428571,6.142857142857143,21.714285714285715,0.19999999999999998,1002.1428571428571,41.42857142857143,10.0,11.714285714285714
13.742857142857142,9.285714285714286,6.428571428571429,21.285714285714285,0.3857142857142857,1003.1428571428571,40.285714285714285,10.0,9.714285714285714
13.842857142857145,6.0,4.857142857142857,16.285714285714285,0.15714285714285717,1001.5714285714286,41.42857142857143,10.0,11.714285714285714
13.914285714285715,-3.142857142857143,1.0,7.571428571428571,0.0,1000.1428571428571,43.57142857142857,10.0,10.714285714285714
14.0,6.0,1.7142857142857142,14.428571428571429,0.0,996.4285714285714,46.0,10.0,11.142857142857142
14.028571428571427,17.142857142857142,7.428571428571429,27.714285714285715,0.08571428571428572,995.8571428571429,44.142857142857146,10.0,11.0
14.0,14.714285714285714,8.142857142857142,25.142857142857142,0.8428571428571429,992.0,43.57142857142857,9.857142857142858,13.571428571428571
14.099999999999998,15.142857142857142,11.428571428571429,26.428571428571427,0.4428571428571428,997.1428571428571,42.0,10.0,6.714285714285714
13.028571428571428,19.0,37.142857142857146,43.0,0.3,996.8571428571429,38.42857142857143,10.0,10.714285714285714
13.928571428571429,18.857142857142858,19.0,38.57142857142857,0.6,995.5714285714286,39.857142857142854,10.0,10.285714285714286
13.742857142857144,20.285714285714285,24.428571428571427,39.42857142857143,0.4714285714285715,994.8571428571429,41.42857142857143,10.0,12.142857142857142
13.671428571428573,22.428571428571427,34.285714285714285,48.57142857142857,0.042857142857142864,996.5714285714286,37.714285714285715,10.0,7.142857142857143
13.442857142857141,22.285714285714285,35.714285714285715,51.285714285714285,1.1285714285714286,996.5714285714286,37.857142857142854,10.0,7.571428571428571
13.757142857142858,19.142857142857142,16.428571428571427,38.0,0.0,996.2857142857143,40.42857142857143,10.0,10.857142857142858
13.099999999999998,21.571428571428573,41.42857142857143,54.142857142857146,0.014285714285714287,998.1428571428571,36.0,10.0,10.0
13.157142857142855,21.571428571428573,31.428571428571427,49.857142857142854,0.042857142857142864,998.0,37.714285714285715,10.0,7.428571428571429
11.599999999999998,21.142857142857142,24.285714285714285,49.0,0.7714285714285715,997.8571428571429,38.714285714285715,10.0,9.714285714285714
11.599999999999998,18.857142857142858,15.571428571428571,44.142857142857146,0.0,999.7142857142857,39.57142857142857,10.0,8.285714285714286
11.599999999999998,18.857142857142858,22.714285714285715,48.285714285714285,0.4142857142857143,1002.0,38.714285714285715,10.0,8.571428571428571
11.599999999999998,17.0,14.142857142857142,43.0,0.0,1004.2857142857143,38.142857142857146,10.0,8.857142857142858
11.2,15.142857142857142,16.857142857142858,48.0,0.17142857142857143,1006.2857142857143,36.857142857142854,10.0,10.714285714285714
11.4,16.285714285714285,12.142857142857142,50.285714285714285,0.04285714285714286,1007.0,35.714285714285715,9.714285714285714,7.142857142857143
11.599999999999998,9.857142857142858,2.0,31.285714285714285,0.0,1008.7142857142857,37.42857142857143,10.0,5.714285714285714
11.599999999999998,9.714285714285714,3.142857142857143,35.42857142857143,0.0,1009.4285714285714,35.0,10.0,6.0
9.528571428571428,2.4285714285714284,2.0,21.428571428571427,0.0,1010.8571428571429,34.714285714285715,10.0,6.0
