0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.985714285714286,14.042857142857141,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,14.028571428571427,13.971428571428573,13.471428571428573,13.8,13.685714285714285,13.542857142857144,12.357142857142858,11.414285714285713,11.599999999999998,11.4,4.285714285714286,7.2857142857142865,1.4285714285714286,5.7142857142857135,5.142857142857143,10.428571428571429,11.0,19.857142857142858,22.428571428571423,21.857142857142854,21.142857142857142,19.571428571428573,22.142857142857146,21.142857142857142,23.857142857142854,19.428571428571427,21.571428571428577,3.4285714285714284,1.5714285714285714,5.0,8.0,4.571428571428571,6.571428571428571,5.7142857142857135,17.0,27.42857142857143,28.142857142857146,21.857142857142854,21.142857142857142,34.42857142857143,13.142857142857142,27.142857142857146,5.7142857142857135,11.857142857142858,14.0,17.428571428571427,11.571428571428573,17.142857142857142,15.142857142857142,17.285714285714285,20.571428571428573,37.142857142857146,44.14285714285715,49.42857142857143,41.714285714285715,37.714285714285715,54.14285714285714,50.714285714285715,66.85714285714286,54.57142857142857,65.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042857142857142864,0.042857142857142864,1.657142857142857,0.4285714285714285,0.042857142857142864,1.1428571428571428,0.37142857142857133,1.342857142857143,0.7571428571428571,2.0,998.7142857142856,999.4285714285713,997.5714285714287,1002.0,999.8571428571428,995.8571428571428,997.0,997.2857142857144,997.4285714285713,997.1428571428572,998.0,998.4285714285713,1002.1428571428572,1003.0,1005.1428571428572,1002.5714285714287,1005.7142857142856,43.714285714285715,44.28571428571429,43.57142857142857,41.285714285714285,44.0,46.57142857142857,44.0,44.57142857142857,43.57142857142857,40.142857142857146,42.57142857142857,43.0,39.857142857142854,39.714285714285715,36.42857142857143,35.285714285714285,34.42857142857143,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.857142857142858,10.0,10.0,10.0,10.0,9.857142857142858,9.857142857142858,9.571428571428571,7.7142857142857135,8.285714285714286,8.428571428571429,7.7142857142857135,8.714285714285714,7.2857142857142865,7.2857142857142865,7.571428571428571,8.285714285714286,7.571428571428571,5.285714285714286,6.2857142857142865,6.857142857142858,5.0,6.142857142857142,5.7142857142857135,6.142857142857142,2.708108108108108
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.985714285714286,14.042857142857141,14.099999999999998,13.999999999999998,14.099999999999998,14.099999999999998,14.0,14.042857142857144,13.885714285714286,13.071428571428573,13.499999999999998,13.285714285714285,13.542857142857144,12.542857142857141,11.599999999999998,11.599999999999998,11.599999999999998,3.4285714285714284,5.142857142857143,10.285714285714286,9.714285714285714,9.0,12.285714285714285,17.714285714285715,17.714285714285715,21.857142857142854,24.0,25.0,24.857142857142854,25.42857142857143,25.285714285714285,23.285714285714285,25.57142857142857,22.428571428571423,2.4285714285714284,3.4285714285714284,11.857142857142858,8.857142857142858,2.4285714285714284,10.142857142857142,19.142857142857142,18.428571428571427,26.0,40.142857142857146,31.857142857142854,33.857142857142854,31.57142857142857,32.42857142857143,10.285714285714286,23.42857142857143,19.714285714285715,12.428571428571427,14.571428571428573,26.42857142857143,20.857142857142858,16.0,22.142857142857146,39.857142857142854,32.142857142857146,51.85714285714285,69.28571428571429,73.14285714285714,71.14285714285714,71.85714285714286,78.57142857142857,63.28571428571429,77.14285714285714,71.71428571428571,0.0,0.0,0.12857142857142856,0.028571428571428574,0.0,0.07142857142857142,0.3857142857142857,0.014285714285714287,1.1571428571428568,6.8,1.2285714285714284,1.5142857142857142,1.5571428571428572,3.5142857142857147,0.5714285714285714,1.4857142857142858,2.8000000000000003,997.2857142857144,1001.0,1002.5714285714287,1000.8571428571428,997.4285714285713,997.4285714285713,1002.7142857142856,999.0,999.0,999.2857142857144,1001.1428571428572,1003.1428571428572,1002.5714285714287,1002.5714285714287,1002.8571428571428,1003.0,1003.8571428571428,46.57142857142857,44.42857142857143,39.714285714285715,42.57142857142857,47.14285714285714,44.714285714285715,40.42857142857143,44.57142857142857,41.0,35.0,34.714285714285715,35.857142857142854,35.714285714285715,34.857142857142854,36.714285714285715,35.0,32.857142857142854,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.285714285714286,10.0,9.857142857142858,10.0,8.857142857142858,10.0,9.285714285714286,9.285714285714286,8.285714285714286,9.428571428571429,7.428571428571429,7.142857142857142,7.428571428571429,6.7142857142857135,8.428571428571429,6.571428571428571,9.857142857142858,8.428571428571429,7.7142857142857135,5.857142857142858,5.428571428571429,6.7142857142857135,5.142857142857143,6.0,5.857142857142858,2.704301075268817
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.971428571428573,13.2,14.099999999999998,14.099999999999998,14.099999999999998,13.671428571428569,14.099999999999998,14.042857142857144,13.985714285714286,13.314285714285715,13.728571428571426,13.471428571428573,13.5,12.171428571428569,11.599999999999998,10.828571428571427,11.599999999999998,16.714285714285715,14.0,15.857142857142858,18.428571428571427,19.714285714285715,21.857142857142854,20.285714285714285,21.571428571428577,22.285714285714285,24.714285714285715,24.714285714285715,25.285714285714285,24.285714285714285,25.285714285714285,25.57142857142857,25.57142857142857,25.285714285714285,8.428571428571429,17.857142857142858,3.4285714285714284,10.714285714285714,15.142857142857142,31.0,15.857142857142858,17.857142857142858,17.571428571428573,40.857142857142854,26.285714285714285,39.0,33.714285714285715,28.857142857142854,23.142857142857146,40.857142857142854,33.42857142857143,35.285714285714285,32.42857142857143,28.57142857142857,33.714285714285715,36.142857142857146,49.14285714285714,44.42857142857143,47.0,50.0,70.42857142857143,60.57142857142857,79.0,78.14285714285714,80.14285714285714,77.0,83.71428571428571,84.0,2.6,3.928571428571429,0.5285714285714286,0.08571428571428573,0.05714285714285715,0.5142857142857143,1.1142857142857143,0.9857142857142858,0.1,2.5142857142857147,1.3285714285714287,4.185714285714286,0.8428571428571429,6.114285714285713,3.1142857142857143,5.0857142857142845,4.057142857142858,1001.1428571428572,1001.5714285714287,998.8571428571428,996.4285714285713,996.0,996.4285714285713,1001.1428571428572,999.0,996.2857142857144,1001.8571428571428,997.4285714285713,998.5714285714287,1001.7142857142856,1004.7142857142856,1003.2857142857144,1002.5714285714287,1003.4285714285713,39.285714285714285,39.0,42.57142857142857,42.0,42.0,39.57142857142857,38.857142857142854,39.857142857142854,39.714285714285715,34.57142857142857,38.857142857142854,32.857142857142854,32.857142857142854,32.857142857142854,33.0,32.142857142857146,31.57142857142857,10.0,9.857142857142858,10.0,10.0,10.0,10.0,9.857142857142858,9.857142857142858,10.0,9.714285714285714,10.0,9.142857142857142,9.571428571428571,9.0,9.714285714285714,7.7142857142857135,9.285714285714286,7.142857142857142,8.142857142857142,7.857142857142858,9.0,6.2857142857142865,8.714285714285714,6.428571428571429,6.2857142857142865,6.142857142857142,7.857142857142858,6.142857142857142,8.142857142857142,5.857142857142858,5.7142857142857135,4.857142857142857,5.571428571428571,5.571428571428571,2.619565217391304
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.971428571428573,14.028571428571427,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,13.957142857142856,13.985714285714286,13.900000000000002,13.8,13.314285714285715,13.51428571428571,12.599999999999998,11.599999999999998,11.599999999999998,11.599999999999998,6.2857142857142865,5.571428571428571,8.857142857142858,8.285714285714286,8.857142857142858,12.142857142857142,16.714285714285715,21.0,20.714285714285715,22.57142857142857,23.142857142857146,23.142857142857146,24.714285714285715,25.142857142857146,25.0,24.714285714285715,23.57142857142857,3.571428571428572,0.8571428571428571,5.0,1.7142857142857142,2.142857142857143,5.7142857142857135,7.142857142857142,18.714285714285715,14.285714285714285,19.142857142857142,26.142857142857146,24.42857142857143,30.57142857142857,38.57142857142857,26.42857142857143,27.857142857142854,23.0,16.857142857142858,13.428571428571427,19.0,16.0,14.857142857142858,20.857142857142858,26.857142857142854,42.285714285714285,42.857142857142854,46.14285714285714,54.42857142857143,58.42857142857143,68.0,75.28571428571429,73.42857142857143,72.71428571428571,65.14285714285714,0.3,0.0,0.22857142857142854,0.0,0.0,0.042857142857142864,0.014285714285714287,0.4,0.8285714285714285,0.6142857142857142,1.042857142857143,1.0,6.942857142857143,3.7571428571428567,1.6,5.1571428571428575,2.9,1002.2857142857144,998.8571428571428,998.2857142857144,998.4285714285713,994.4285714285713,996.2857142857144,994.0,998.8571428571428,997.8571428571428,996.2857142857144,997.2857142857144,1000.1428571428572,1001.4285714285713,1002.2857142857144,1003.1428571428572,1004.4285714285713,1002.4285714285713,41.142857142857146,44.42857142857143,42.0,43.28571428571429,45.57142857142857,43.57142857142857,45.42857142857143,42.0,41.0,41.714285714285715,39.57142857142857,38.42857142857143,36.0,34.285714285714285,34.142857142857146,33.857142857142854,35.857142857142854,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.857142857142858,10.0,9.285714285714286,9.571428571428571,9.714285714285714,9.142857142857142,9.714285714285714,9.0,7.857142857142858,7.7142857142857135,7.428571428571429,6.428571428571429,6.428571428571429,7.2857142857142865,6.428571428571429,6.0,6.571428571428571,9.857142857142858,6.0,4.857142857142857,8.142857142857142,5.285714285714286,6.142857142857142,4.714285714285714,2.9405405405405407
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.985714285714286,14.042857142857141,14.099999999999998,13.999999999999998,14.099999999999998,13.999999999999998,14.099999999999998,13.942857142857143,13.971428571428573,13.885714285714286,13.728571428571426,13.62857142857143,11.657142857142857,12.357142857142858,11.599999999999998,11.599999999999998,11.599999999999998,6.0,8.285714285714286,12.0,19.142857142857142,15.0,19.0,20.0,19.857142857142858,22.857142857142854,22.57142857142857,23.142857142857146,24.0,25.285714285714285,23.714285714285715,23.142857142857146,20.428571428571427,19.0,0.42857142857142855,2.2857142857142856,2.142857142857143,20.714285714285715,4.0,18.0,19.428571428571427,15.142857142857142,28.42857142857143,22.0,27.857142857142854,32.714285714285715,54.57142857142857,17.428571428571427,15.0,12.285714285714285,6.857142857142858,12.285714285714285,17.428571428571427,18.285714285714285,41.42857142857143,25.142857142857146,34.0,37.57142857142857,38.57142857142857,51.28571428571429,50.0,53.28571428571429,65.85714285714286,86.85714285714286,63.714285714285715,61.85714285714285,54.85714285714285,49.57142857142857,0.042857142857142864,0.014285714285714287,0.0,2.4142857142857137,0.2714285714285714,0.0,0.4857142857142857,0.31428571428571433,2.9571428571428577,0.6857142857142857,2.157142857142857,3.3,16.65714285714286,0.5428571428571429,0.9857142857142858,0.3,0.014285714285714287,998.0,1000.1428571428572,997.2857142857144,998.5714285714287,996.7142857142856,996.8571428571428,998.2857142857144,998.0,997.2857142857144,998.0,1000.0,1002.0,1001.4285714285713,1001.0,1003.4285714285713,1005.1428571428572,1006.4285714285713,46.0,42.714285714285715,46.28571428571429,38.42857142857143,43.57142857142857,43.714285714285715,42.857142857142854,42.0,39.57142857142857,40.714285714285715,40.0,35.57142857142857,31.0,36.57142857142857,36.857142857142854,36.57142857142857,37.0,10.0,10.0,10.0,9.714285714285714,10.0,10.0,10.0,10.0,9.714285714285714,10.0,9.857142857142858,9.857142857142858,8.0,10.0,10.0,10.0,10.0,7.7142857142857135,8.571428571428571,7.142857142857142,7.2857142857142865,5.571428571428571,8.428571428571429,7.7142857142857135,7.0,8.285714285714286,6.857142857142858,6.142857142857142,7.857142857142858,8.285714285714286,5.142857142857143,5.285714285714286,6.428571428571429,6.142857142857142,2.8461538461538463
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.985714285714286,14.042857142857141,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,14.042857142857144,13.985714285714286,13.814285714285715,13.8,13.628571428571426,13.571428571428573,12.571428571428571,11.599999999999998,9.671428571428573,11.214285714285712,8.285714285714286,8.857142857142858,5.857142857142858,11.714285714285715,15.142857142857142,18.428571428571427,17.857142857142858,16.285714285714285,20.142857142857142,21.571428571428577,23.0,22.57142857142857,21.142857142857142,17.285714285714285,19.714285714285715,23.857142857142854,22.714285714285715,7.142857142857142,2.7142857142857144,0.14285714285714285,4.142857142857143,8.0,20.857142857142858,14.0,7.428571428571429,12.857142857142858,39.285714285714285,24.714285714285715,21.0,23.57142857142857,5.142857142857143,17.857142857142858,45.57142857142857,13.714285714285715,19.857142857142858,17.714285714285715,11.714285714285715,19.857142857142858,24.857142857142854,34.42857142857143,34.857142857142854,26.714285714285715,40.285714285714285,51.714285714285715,51.714285714285715,52.42857142857143,52.42857142857143,38.0,50.714285714285715,80.85714285714286,64.85714285714286,0.14285714285714285,0.05714285714285715,0.0,0.042857142857142864,0.9857142857142858,0.6571428571428573,1.0714285714285716,0.0,0.1285714285714286,0.7714285714285715,0.15714285714285714,0.5,1.2,0.08571428571428573,0.5428571428571429,15.885714285714286,0.21428571428571427,1004.4285714285713,1001.7142857142856,996.1428571428572,996.0,995.1428571428572,1000.2857142857144,999.2857142857144,997.4285714285713,997.0,1001.4285714285713,998.5714285714287,1000.1428571428572,1002.0,1003.7142857142856,1004.0,1003.4285714285713,1005.2857142857144,40.857142857142854,43.57142857142857,46.0,46.0,44.0,43.0,41.285714285714285,45.14285714285714,42.285714285714285,38.57142857142857,40.714285714285715,40.714285714285715,38.42857142857143,41.42857142857143,37.714285714285715,30.714285714285715,35.0,10.0,10.0,10.0,10.0,10.0,10.0,9.857142857142858,10.0,10.0,10.0,10.0,10.0,9.857142857142858,10.0,10.0,8.857142857142858,10.0,7.571428571428571,8.428571428571429,7.571428571428571,6.2857142857142865,6.571428571428571,7.142857142857142,5.7142857142857135,6.857142857142858,6.571428571428571,9.571428571428571,5.857142857142858,5.7142857142857135,6.428571428571429,5.142857142857143,5.0,8.428571428571429,4.0,2.7747252747252746
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.885714285714286,14.028571428571427,14.099999999999998,14.099999999999998,14.099999999999998,14.099999999999998,13.999999999999998,13.857142857142858,13.642857142857142,13.814285714285715,13.428571428571427,13.642857142857144,13.585714285714285,12.542857142857141,11.214285714285712,10.642857142857142,11.599999999999998,2.4285714285714284,6.428571428571429,11.285714285714285,13.571428571428573,14.571428571428573,16.428571428571427,18.428571428571427,20.857142857142858,23.142857142857146,22.428571428571423,23.142857142857146,24.57142857142857,23.285714285714285,20.714285714285715,19.714285714285715,17.142857142857142,13.428571428571427,4.714285714285714,9.285714285714286,7.7142857142857135,8.857142857142858,14.0,11.428571428571427,23.285714285714285,31.0,37.857142857142854,33.42857142857143,39.714285714285715,27.42857142857143,24.0,21.857142857142854,15.285714285714285,20.428571428571427,1.8571428571428568,11.428571428571427,17.714285714285715,22.0,25.42857142857143,25.714285714285715,32.0,35.285714285714285,50.42857142857143,55.28571428571429,54.28571428571429,62.28571428571429,64.57142857142857,58.85714285714285,50.14285714285714,46.714285714285715,42.714285714285715,30.142857142857146,0.014285714285714287,0.5,0.18571428571428567,0.4571428571428571,0.8571428571428571,0.3,0.042857142857142864,1.3285714285714283,10.485714285714286,1.242857142857143,1.9571428571428573,5.157142857142857,2.0428571428571427,1.1428571428571428,0.27142857142857146,1.7285714285714289,0.0,999.7142857142856,1003.4285714285713,1002.5714285714287,1000.1428571428572,997.4285714285713,999.8571428571428,998.5714285714287,999.5714285714287,998.5714285714287,1001.2857142857144,1001.1428571428572,1001.5714285714287,1003.1428571428572,1001.5714285714287,1002.8571428571428,1005.5714285714287,1006.4285714285713,42.57142857142857,40.142857142857146,41.0,40.142857142857146,41.714285714285715,39.42857142857143,40.57142857142857,36.57142857142857,36.57142857142857,36.285714285714285,35.285714285714285,36.42857142857143,36.857142857142854,37.57142857142857,37.714285714285715,36.714285714285715,38.857142857142854,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.714285714285714,9.428571428571429,10.0,9.714285714285714,9.571428571428571,10.0,10.0,10.0,9.857142857142858,10.0,10.0,10.0,8.142857142857142,10.285714285714286,9.714285714285714,7.857142857142858,10.0,7.142857142857142,8.142857142857142,8.571428571428571,10.857142857142858,8.285714285714286,6.2857142857142865,6.0,6.571428571428571,6.142857142857142,6.7142857142857135,2.834254143646409
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.314285714285715,13.599999999999998,14.099999999999998,13.828571428571427,14.099999999999998,14.099999999999998,14.099999999999998,14.042857142857144,12.785714285714285,11.757142857142858,13.8,13.657142857142858,13.585714285714285,12.571428571428571,11.599999999999998,11.599999999999998,11.599999999999998,11.0,13.0,11.857142857142858,16.142857142857142,18.285714285714285,18.285714285714285,21.0,21.142857142857142,22.714285714285715,22.142857142857146,21.285714285714285,22.428571428571423,20.428571428571427,21.0,20.142857142857142,16.285714285714285,17.142857142857142,14.571428571428573,11.857142857142858,1.5714285714285714,15.714285714285715,18.142857142857142,19.857142857142858,18.571428571428573,18.714285714285715,37.0,51.0,27.42857142857143,30.285714285714285,17.428571428571427,28.857142857142854,23.142857142857146,12.857142857142858,13.714285714285715,22.285714285714285,26.714285714285715,19.285714285714285,29.857142857142854,34.142857142857146,31.42857142857143,42.42857142857143,42.285714285714285,51.0,53.42857142857143,49.57142857142857,55.42857142857143,48.85714285714285,50.714285714285715,48.42857142857143,38.57142857142857,42.0,0.2,0.8714285714285713,0.014285714285714287,1.2714285714285711,0.15714285714285714,0.014285714285714287,0.7428571428571429,0.4857142857142857,1.9714285714285715,1.2857142857142858,0.05714285714285715,0.6428571428571429,0.07142857142857142,0.4142857142857143,0.7000000000000001,0.0,0.1142857142857143,999.7142857142856,1001.0,1001.4285714285713,998.4285714285713,1001.1428571428572,1000.4285714285713,997.2857142857144,998.2857142857144,998.8571428571428,999.7142857142856,1000.4285714285713,1001.4285714285713,1000.1428571428572,1002.7142857142856,1004.8571428571428,1003.2857142857144,1005.8571428571428,42.0,39.285714285714285,44.57142857142857,41.57142857142857,41.714285714285715,43.0,40.142857142857146,40.0,39.142857142857146,38.142857142857146,38.142857142857146,37.285714285714285,38.857142857142854,38.714285714285715,37.714285714285715,38.857142857142854,38.857142857142854,10.0,10.0,10.0,9.857142857142858,10.0,10.0,10.0,10.0,9.857142857142858,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.142857142857142,10.428571428571429,11.0,10.285714285714286,10.0,8.285714285714286,8.428571428571429,7.857142857142858,8.285714285714286,7.571428571428571,7.571428571428571,8.0,6.571428571428571,6.7142857142857135,5.571428571428571,7.428571428571429,7.0,3.188888888888889
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.985714285714286,14.042857142857141,14.099999999999998,14.099999999999998,13.828571428571427,13.828571428571427,13.999999999999998,14.028571428571427,13.971428571428573,13.885714285714286,13.8,13.628571428571426,13.357142857142858,12.357142857142858,11.599999999999998,11.599999999999998,11.599999999999998,9.857142857142858,12.285714285714285,13.857142857142858,12.857142857142858,18.0,19.142857142857142,21.571428571428577,20.0,21.714285714285715,21.714285714285715,22.428571428571423,21.0,19.428571428571427,20.857142857142858,19.285714285714285,19.0,14.714285714285715,8.285714285714286,5.285714285714286,7.857142857142858,6.857142857142858,20.142857142857142,26.857142857142854,22.142857142857146,28.857142857142854,24.42857142857143,26.285714285714285,35.714285714285715,25.714285714285715,13.571428571428573,17.428571428571427,23.42857142857143,17.142857142857142,5.571428571428571,20.285714285714285,24.0,25.285714285714285,24.714285714285715,39.714285714285715,41.285714285714285,45.85714285714285,41.285714285714285,45.0,48.57142857142857,53.57142857142857,45.0,44.28571428571429,49.14285714285714,48.28571428571429,45.714285714285715,34.57142857142857,0.028571428571428574,0.1142857142857143,0.5571428571428572,0.7142857142857143,2.0142857142857147,0.6428571428571429,0.8571428571428571,0.0,0.5142857142857143,0.7142857142857143,1.4,0.028571428571428574,0.08571428571428573,0.0,0.4,0.14285714285714285,0.014285714285714287,1002.0,999.8571428571428,1000.7142857142856,1000.1428571428572,999.4285714285713,999.0,998.4285714285713,1000.8571428571428,1000.4285714285713,1001.1428571428572,1000.1428571428572,1000.1428571428572,1001.8571428571428,1002.7142857142856,1003.4285714285713,1005.7142857142856,1007.1428571428572,42.0,42.42857142857143,42.714285714285715,41.714285714285715,38.57142857142857,39.142857142857146,39.714285714285715,39.57142857142857,39.0,38.57142857142857,37.57142857142857,40.142857142857146,39.0,38.857142857142854,37.857142857142854,37.285714285714285,38.42857142857143,10.0,10.0,10.0,10.0,9.857142857142858,10.0,10.0,10.0,10.0,10.0,9.714285714285714,10.0,10.0,10.0,10.0,10.0,10.0,7.857142857142858,10.714285714285714,8.714285714285714,8.857142857142858,6.428571428571429,8.142857142857142,7.0,7.142857142857142,7.7142857142857135,8.142857142857142,7.428571428571429,6.7142857142857135,7.0,7.142857142857142,6.571428571428571,5.285714285714286,6.142857142857142,3.761111111111111
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.914285714285715,14.0,14.014285714285714,14.099999999999998,14.099999999999998,14.085714285714285,14.0,13.9,13.657142857142858,13.685714285714285,13.742857142857144,13.657142857142857,13.457142857142856,12.999999999999998,11.414285714285713,11.599999999999998,10.228571428571428,3.2857142857142856,8.571428571428571,0.8571428571428571,5.428571428571429,4.285714285714286,12.857142857142858,12.571428571428573,21.857142857142854,24.57142857142857,23.57142857142857,21.857142857142854,19.714285714285715,23.142857142857146,22.857142857142854,24.57142857142857,22.0,21.714285714285715,5.0,2.4285714285714284,1.2857142857142858,7.142857142857142,2.142857142857143,7.0,5.285714285714286,23.714285714285715,32.714285714285715,31.285714285714285,34.857142857142854,25.0,40.857142857142854,17.142857142857142,29.57142857142857,8.0,23.42857142857143,12.285714285714285,19.571428571428573,10.571428571428571,15.428571428571427,13.428571428571427,20.714285714285715,22.57142857142857,48.42857142857143,61.28571428571429,56.85714285714285,47.28571428571429,39.857142857142854,62.14285714285714,60.85714285714285,73.14285714285714,65.0,73.28571428571429,0.0,0.0,0.0,0.0,0.0,0.014285714285714287,0.028571428571428574,1.1428571428571428,1.3142857142857145,0.15714285714285714,0.2285714285714286,0.0,0.35714285714285715,0.32857142857142857,1.3142857142857145,0.15714285714285714,1.1,997.2857142857144,998.1428571428572,996.0,1000.2857142857144,998.0,994.8571428571428,995.5714285714287,996.7142857142856,996.8571428571428,996.1428571428572,997.0,997.4285714285713,1001.1428571428572,1002.0,1003.8571428571428,1001.0,1004.4285714285713,44.85714285714285,44.42857142857143,44.28571428571429,43.0,44.57142857142857,46.14285714285714,44.714285714285715,40.714285714285715,38.42857142857143,38.142857142857146,39.714285714285715,42.0,37.714285714285715,38.0,34.857142857142854,35.0,32.285714285714285,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.857142857142858,9.857142857142858,10.0,10.0,10.0,10.0,10.0,9.285714285714286,9.428571428571429,9.0,8.428571428571429,10.142857142857142,10.0,7.571428571428571,9.714285714285714,9.142857142857142,8.285714285714286,9.714285714285714,8.571428571428571,7.857142857142858,7.0,7.2857142857142865,7.7142857142857135,6.857142857142858,7.0,7.857142857142858,7.428571428571429,4.769230769230769
